Dataset,Mixture Label,length,Duplicate,Duplicate Of,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42,length
Bushdid,409,10,False,,CCCCCC(C)O,SCc1ccco1,C=CC(O)CCCCC,CCOC(=O)C1OC1(C)c1ccccc1,Cc1ccc(OC(=O)C(C)C)cc1,CC(C)O,CC(CC=O)CCCC(C)(C)O,CSCSC,C=CC(O)CC,CC(=O)c1ccccn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,410,10,False,,CC(=O)C(=O)O,CC1=CC(=O)CC(C)(C)C1,CCCC(C)O,CCOC(=O)CC,CCCCCC(C)=O,CCCCC/C=C/C=C/C=O,C=CCc1ccc(O)c(OC)c1,CCCCCCC=O,CCCCC(=O)O,CCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,411,10,False,,CCCCCCCC(C)O,CCCS,CCCCCOC(C)=O,CC(C)C(=O)O,O=Cc1ccccc1,CC/C=C1\OC(=O)c2ccccc21,CCCCSCCCC,CCCCCCCCCCC=O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CC12CCC(CC1)C(C)(C)O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,412,10,False,,CCCCCCCC(C)O,CCCS,CCCCCOC(C)=O,CC(C)C(=O)O,O=Cc1ccccc1,CC/C=C1\OC(=O)c2ccccc21,CCCCSCCCC,CCCCCCCCCCC=O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCC=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,413,20,False,,CCCCCC(=O)OCC,CCCCC/C=C/C=C/C=O,CC(C)=CCC/C(C)=C/CO,CCCCCCCCCOC(C)=O,C=CCCCCCCCCC(=O)O,COc1ccccc1O,CCCC(O)CC,Cc1cc(O)c(C(C)C)cc1Cl,CCOC(=O)C(C)O,O=Cc1ccccc1,SCc1ccco1,Cc1ccccc1C=O,CC(C)(O)CCc1ccccc1,CCCCC(=O)O,OC1CCCCC1,CC(C)=CCC[C@H](C)CCO,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCC(=O)OCC,CCCCCCCCCCC=O,c1ccc(Oc2ccccc2)cc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,414,20,False,,CCCCCC(=O)OCC,CCCCC/C=C/C=C/C=O,CC(C)=CCC/C(C)=C/CO,CCCCCCCCCOC(C)=O,C=CCCCCCCCCC(=O)O,COc1ccccc1O,CCCC(O)CC,Cc1cc(O)c(C(C)C)cc1Cl,CCOC(=O)C(C)O,O=Cc1ccccc1,SCc1ccco1,Cc1ccccc1C=O,CC(C)(O)CCc1ccccc1,CCCCC(=O)O,OC1CCCCC1,CC(=O)O,CC(CC=O)CCCC(C)(C)O,CC(=O)C=C(C)C,CCc1cnccn1,CC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,415,10,False,,CCCCCC(=O)O,CC1=CC(=O)CC(C)(C)C1,CCCCCCCC(=O)OCC,CCCC(=O)SC,CCCCSCCCC,COc1ccccc1,COC(OC)C(C)c1ccccc1,CC(C)CCOC(=O)Cc1ccccc1,c1ccsc1,CCCC(=O)OC(C)(C)Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,416,10,False,,CCCCCC(=O)O,CC1=CC(=O)CC(C)(C)C1,CCCCCCCC(=O)OCC,C=C(C)[C@H]1CC=C(C)CC1,CCOC(=O)c1ccccc1,CCCC(C)O,CSC,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCCCCCC1CCC(=O)O1,CCCCCCCCC(C)=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,417,10,False,,CC(=O)c1ccccc1,CCCCOC(C)=O,CC(C)C(=O)O,CC(=O)C=C(C)C,CC(C)C=O,CCCCCCO,C=CCCC(=O)O,CCCC(=O)CC,Cc1ccc(O)cc1,CCOC(=O)CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,418,10,False,,CC(=O)c1ccccc1,CCCCOC(C)=O,CC(C)C(=O)O,CC(=O)C=C(C)C,CC(C)C=O,CCCCCCO,CCCCCCCCC(C)=O,C=C(C)[C@H]1CC=C(C)CC1,CCCC(C)O,CC(=O)OCCC(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,419,20,False,,C=CC(O)CCCCC,CCCCCCC=O,CC1CCC(=O)O1,CC(=O)O,CCCC(=O)O,COC(=O)c1ccccc1O,CCCC(=O)SC,CC(C)=CCC/C(C)=C/CO,Cc1ccc(O)cc1,CCCCCCCC(C)O,COc1ccccc1,SCc1ccco1,Cc1cc(O)c(C(C)C)cc1Cl,CCOC=O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,Cc1c[nH]c2ccccc12,CCCCCCCCCOC(C)=O,CCCS,CCCC(=O)OC,CC(=O)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,420,20,False,,C=CC(O)CCCCC,CCCCCCC=O,CC1CCC(=O)O1,CC(=O)O,CCCC(=O)O,COC(=O)c1ccccc1O,CCCC(=O)SC,CC(C)=CCC/C(C)=C/CO,Cc1ccc(O)cc1,CCCCCCCC(C)O,Cc1ccccc1C=O,CC(=O)Oc1ccc(C)cc1,Cc1ccc(C(C)C)c(O)c1,CC(C)CC(=O)O,COc1ccc(C=O)cc1,CC(=O)OCCC(C)C,CCCCCCO,CCOC(=O)C(C)O,C=C[C@](C)(O)CCC=C(C)C,CC(=O)C(C)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,421,10,False,,CCOC(=O)C(C)O,Cc1ccc(C(C)C)c(O)c1,CC1CCC(=O)O1,CC12CCC(CC1)C(C)(C)O2,CCCC=O,COC(=O)c1ccccc1,CCCCOC(C)=O,CC(C)O,CCCCCCO,CCCCCOC(=O)CCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,422,10,False,,CCOC(=O)C(C)O,Cc1ccc(C(C)C)c(O)c1,CC1CCC(=O)O1,CC(C)c1ccc(C=O)cc1,CCCCCC=O,CCCC(C)O,Cc1nccnc1C,Cc1ccc(OC(=O)C(C)C)cc1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCc1cnccn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,423,10,False,,CCCC(=O)O,CCOC(=O)c1ccccc1,CCCCNCCCC,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCCCC/C=C/C=C/C=O,CC12CCC(CC1)C(C)(C)O2,COC(=O)c1ccccc1N,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCCC(=O)OCC,OCCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,424,10,False,,CCCC(=O)O,CCOC(=O)c1ccccc1,CCCCNCCCC,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCCCC/C=C/C=C/C=O,CC12CCC(CC1)C(C)(C)O2,COC(=O)c1ccccc1N,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCCC(=O)OCC,CC(C)=CCC[C@H](C)CCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,425,20,False,,COC(=O)c1ccccc1,OCCc1ccccc1,CCc1cnccn1,CC(C)C=O,CC(C)=CCCC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,C=CCc1ccc(O)c(OC)c1,CCOC(=O)C1OC1(C)c1ccccc1,CCOC(=O)CC,CC(=O)C(=O)O,CCCCCCCC=O,CCOC(=O)CCC(=O)OCC,CC12CCC(CC1)C(C)(C)O2,CCCCNCCCC,c1ccc2[nH]ccc2c1,Cc1ccc(C(C)C)c(O)c1,CCCCCOC(=O)CCCC,OC1CCCCC1,CC(=O)OCCc1ccccc1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,426,20,False,,CCCC(O)CC,CSCSC,CC(C)(O)CCc1ccccc1,CCCCCCOC(=O)CCCCC,C=CCCC(=O)O,CCCCOC(C)=O,COc1ccccc1O,CCCCC(=O)O,CC(C)=CCC/C(C)=C/CO,CC(C)CCOC(=O)Cc1ccccc1,CCCCSCCCC,CSSSC,CCCCCOC(=O)CCC,CCCCCCCC(=O)OCC,Cc1ccccc1C=O,CC=O,CCCCCC=O,CCCCCC(C)O,C=C(C)[C@H]1CC=C(C)CC1,C=CC(O)CC,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,427,20,False,,CCCCCCC=O,CC(=O)O,CCCCCOC(=O)CCCC,O=C/C=C/c1ccccc1,CCCCC(=O)OCC,CCCCCCCCCC(=O)O,C#Cc1ccccc1,CCOC(=O)c1ccccc1,Cc1ccccc1C=O,CC(C)CCOC(=O)Cc1ccccc1,CC(C)CC=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,c1ccc(Oc2ccccc2)cc1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,c1ccsc1,CCCCCCCCCC(=O)OCC,CC1=CCC(C(C)C)C=C1,CCCCCC(=O)OCC,CC1=CC(=O)CC(C)(C)C1,COC(=O)c1ccccc1N,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,428,20,False,,CCCCCCC=O,CC(=O)O,CCCCCOC(=O)CCCC,O=C/C=C/c1ccccc1,CCCCC(=O)OCC,CCCCCCCCCC(=O)O,C#Cc1ccccc1,CCOC(=O)c1ccccc1,Cc1ccccc1C=O,CC(C)CCOC(=O)Cc1ccccc1,CC(C)CC=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,c1ccc(Oc2ccccc2)cc1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,c1ccsc1,CCCCCCCCCC(=O)OCC,CC1=CCC(C(C)C)C=C1,CCCCCC(=O)OCC,CC1=CC(=O)CC(C)(C)C1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,429,30,False,,O=C/C=C/c1ccccc1,CC(C)C(=O)O,C=CC(O)CC,CC1=CCC2CC1C2(C)C,CCCCCOC(=O)CCCC,c1ccsc1,CCCCCOC(C)=O,CCCC(=O)O,SCc1ccco1,CC(=O)O,CCCCCCCC(=O)OC,Cc1c[nH]c2ccccc12,CC(=O)OCCc1ccccc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCc1cnccn1,OC1CCCCC1,CCCCCCCC(C)O,CCCC(O)CC,CSSSC,CCCCCCOC(=O)CCCCC,CCCCCCCC1CCC(=O)O1,CCOC=O,CCOC(=O)C1OC1(C)c1ccccc1,CCCCCC(C)O,Cc1ccc(C(C)C)c(O)c1,COC(OC)C(C)c1ccccc1,CCCCCCCCCC(=O)O,CCCCNCCCC,CC(C)c1ccc(C=O)cc1,CC(C)CCOC(=O)Cc1ccccc1,,,,,,,,,,,,,,30
Bushdid,430,30,False,,O=C/C=C/c1ccccc1,CC(C)C(=O)O,C=CC(O)CC,CC1=CCC2CC1C2(C)C,CCCCCOC(=O)CCCC,c1ccsc1,CCCCCOC(C)=O,CCCC(=O)O,SCc1ccco1,CC(=O)O,CCCCCCCC(=O)OC,Cc1c[nH]c2ccccc12,CC(=O)OCCc1ccccc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCc1cnccn1,OC1CCCCC1,CCCCCCCC(C)O,CCCC(O)CC,CSSSC,CCCCCCOC(=O)CCCCC,CCCCCCCC1CCC(=O)O1,CCOC=O,CCOC(=O)C1OC1(C)c1ccccc1,CCCCCC(C)O,Cc1ccc(C(C)C)c(O)c1,COC(OC)C(C)c1ccccc1,CCCCCCCCCC(=O)O,CCCCNCCCC,CC(C)c1ccc(C=O)cc1,CC(=O)C(=O)O,,,,,,,,,,,,,,30
Bushdid,431,20,False,,CCCCCCCCCC(=O)O,CC(C)(O)CCc1ccccc1,Cc1ccc(C(C)C)c(O)c1,CCCCC(=O)O,C=C[C@](C)(O)CCC=C(C)C,CCCCCCCC(=O)OCC,CC12CCC(CC1)C(C)(C)O2,CC(C)CCOC(=O)Cc1ccccc1,CSC,CCOC=O,CC(CC=O)CCCC(C)(C)O,CC(=O)C=C(C)C,CCCCCCCCC(C)=O,CCCCCCCCCOC(C)=O,CC(C)c1ccc(C=O)cc1,CCCCCC(C)=O,CC(=O)O,CCCSCCC,CCCC(=O)SC,CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,432,20,False,,COc1ccc(C=O)cc1,CCCCCCCC=O,OC1CCCCC1,CCCCCOC(=O)CCCC,C=CC(O)CCCCC,CCCCCCCC1CCC(=O)O1,CSSSC,Cc1ccccc1C=O,Cc1ccc(OC(=O)C(C)C)cc1,C=CCCC(=O)O,CC(C)=CCC[C@H](C)CCO,CSCSC,C=CC(O)CC,CCCC(=O)O,CC(C)C=O,c1ccc2[nH]ccc2c1,O=C(O)Cc1ccccc1,CSSC,C1CCSC1,CCCCCC=O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,433,10,False,,CCCCCCCCCC(=O)OCC,CCCC(=O)OCC,CCCCCC(C)O,CCCCCC(=O)OCC,CC(=O)Oc1ccc(C)cc1,CC(C)=CCC[C@H](C)CCO,CCCO,COc1ccccc1O,CCOC(=O)CCC(=O)OCC,CCC(=O)OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,434,10,False,,CCCCCCCCCC(=O)OCC,CCCC(=O)OCC,CCCCCC(C)O,CCCCCC(=O)OCC,CC(=O)Oc1ccc(C)cc1,CC(C)=CCC[C@H](C)CCO,CCCO,COc1ccccc1O,CCOC(=O)CCC(=O)OCC,CC(O)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,435,30,False,,O=C/C=C/c1ccccc1,CCCC(=O)OC,CCOC(=O)CCC(=O)OCC,C=CC(O)CC,CC(C)CC(=O)O,CCCC(C)O,CCc1ccc(O)c(OC)c1,CC(C)=O,COc1ccccc1O,CC(=O)OCCc1ccccc1,Cc1nccnc1C,CC(CC=O)CCCC(C)(C)O,CCC(=O)OC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCC(=O)OCC,CC(C)(O)CCc1ccccc1,CC(O)C(=O)O,COc1ccc(C)cc1,CCCCCCCC1CCC(=O)O1,COc1ccccc1,O=Cc1ccccc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC=O,CCCC(O)CC,Cc1ccc2ncccc2c1,CC1=CCC(C(C)C)C=C1,C=C[C@](C)(O)CCC=C(C)C,CC(C)=CCC[C@H](C)CCO,Cc1ccc(C(C)C)cc1,CCCSCCC,,,,,,,,,,,,,,30
Bushdid,436,30,False,,O=C/C=C/c1ccccc1,CCCC(=O)OC,CCOC(=O)CCC(=O)OCC,C=CC(O)CC,CC(C)CC(=O)O,CCCC(C)O,CCc1ccc(O)c(OC)c1,CC(C)=O,COc1ccccc1O,CC(=O)OCCc1ccccc1,Cc1nccnc1C,CC(CC=O)CCCC(C)(C)O,CCC(=O)OC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCC(=O)OCC,CC(C)(O)CCc1ccccc1,CC(O)C(=O)O,COc1ccc(C)cc1,CCCCCCCC1CCC(=O)O1,COc1ccccc1,c1ccc(Oc2ccccc2)cc1,CC(C)C(=O)O,CCCC=O,CC1=CCC2CC1C2(C)C,CC(C)CCOC(=O)Cc1ccccc1,CC(=O)c1ccccn1,C=CC(O)CCCCC,CCCCCCCCCC(=O)O,CC(=O)c1ccccc1,CCOC(=O)CC,,,,,,,,,,,,,,30
Bushdid,437,10,False,,CCC/C=C/C=O,CC(CC=O)CCCC(C)(C)O,CC(=O)c1ccccc1,CCCCCC(=O)OCC,C#Cc1ccccc1,CC(C)=O,CCCCCCO,CCOC(=O)c1ccccc1,CC(=O)c1ccccn1,CCCCNCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,438,10,False,,CCC/C=C/C=O,CC(CC=O)CCCC(C)(C)O,CC(=O)c1ccccc1,CCCCCC(C)O,CCCCCCCCCCC=O,CCCC(C)O,C=C[C@](C)(O)CCC=C(C)C,CCCCC/C=C/C=C/C=O,CCCCCCCCCC(=O)OCC,Cc1ccc2ncccc2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,439,20,False,,C=C[C@](C)(O)CCC=C(C)C,CC(C)=CCC[C@H](C)CCO,CCOC(=O)C1OC1(C)c1ccccc1,CC12CCC(CC1)C(C)(C)O2,CC(=O)c1ccccn1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CC(C)(O)CCc1ccccc1,C1CCSC1,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCCCCCC=O,CCCCCC(=O)OCC,CC(=O)Oc1ccc(C)cc1,CCCCCCCCC(C)=O,CSSSC,CCCCCCCC(C)O,CSCSC,Cc1ccc(C(C)C)c(O)c1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCC(C)=O,COc1ccccc1O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,440,20,False,,C=C[C@](C)(O)CCC=C(C)C,CC(C)=CCC[C@H](C)CCO,CCOC(=O)C1OC1(C)c1ccccc1,CC12CCC(CC1)C(C)(C)O2,CC(=O)c1ccccn1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CC(C)(O)CCc1ccccc1,C1CCSC1,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCCCCCC=O,C=C(C)[C@H]1CC=C(C)CC1,CCCCCCCCCOC(C)=O,CCCCC/C=C/C=C/C=O,CCC(=O)OC,Cc1ccccc1C=O,COc1ccc(C=O)cc1,CCCC(=O)OCC,CCCCOC(C)=O,CC(=O)OCCc1ccccc1,CCCSCCC,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,441,20,False,,Cc1ccc(C(C)C)c(O)c1,CC(=O)C=C(C)C,CCOC(=O)CC,COc1ccccc1O,CC(C)O,C=CC(O)CC,CCCC(=O)OC,O=C(O)Cc1ccccc1,COc1ccccc1,CCCCCCC=O,CC/C=C1\OC(=O)c2ccccc21,Cc1ccccc1C=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)OCC,C#Cc1ccccc1,CCC/C=C/C=O,C=CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)cc1,CCCCCC1CCC(=O)O1,CC(C)=CCC[C@H](C)CCO,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,442,20,False,,Cc1ccc(C(C)C)c(O)c1,CC(=O)C=C(C)C,CCOC(=O)CC,COc1ccccc1O,CC(C)O,C=CC(O)CC,CCCC(=O)OC,O=C(O)Cc1ccccc1,COc1ccccc1,CCCCCCC=O,CC/C=C1\OC(=O)c2ccccc21,Cc1ccccc1C=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)OCC,C#Cc1ccccc1,CCC/C=C/C=O,C=CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)cc1,CCCCCC1CCC(=O)O1,CC(C)(O)CCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,443,10,False,,CCCCCCCCCC(=O)O,C#Cc1ccccc1,Cc1ccc(C(C)C)cc1,Cc1ccc(O)cc1,CSCSC,O=Cc1ccccc1,CC(=O)C(=O)O,CC(=O)c1ccccn1,CC12CCC(CC1)C(C)(C)O2,CCOC(=O)C1OC1(C)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,444,10,False,,CCCCCCCCCC(=O)O,C#Cc1ccccc1,Cc1ccc(C(C)C)cc1,CCCCCCCCC(C)=O,CC(C)=CCCC(C)C=O,CCCC(C)O,CC(=O)O,CCCCCCCCCC(=O)OCC,CCCCCCOC(=O)CCCCC,Cc1ccc2ncccc2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,445,30,False,,CCCCCCCC(C)O,CC1=CC[C@@H](C(C)(C)O)CC1,CC1=CCC(C(C)C)C=C1,CCCC(=O)CC,C#Cc1ccccc1,CCCCCCCCCC(=O)OCC,CCCO,CCCCC(=O)OCC,CCCC(=O)O,OC1CCCCC1,CCOC=O,CC(=O)C=C(C)C,CC(C)=CCCC(C)C=O,CC/C=C1\OC(=O)c2ccccc21,CCC(C)S,SCc1ccco1,CC(C)O,CCCCCC1CCC(=O)O1,Cc1ccc(C(C)C)cc1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,COc1ccc(C)cc1,CSCSC,COC(=O)c1ccccc1O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,c1ccc(Oc2ccccc2)cc1,CCCCCCCCCC(=O)O,CCCCNCCCC,CCCCCCOC(=O)CCCCC,CCCCCCO,CCOC(=O)C(C)O,,,,,,,,,,,,,,30
Bushdid,446,30,False,,CCCCCCCC(C)O,CC1=CC[C@@H](C(C)(C)O)CC1,CC1=CCC(C(C)C)C=C1,CCCC(=O)CC,C#Cc1ccccc1,CCCCCCCCCC(=O)OCC,CCCO,CCCCC(=O)OCC,CCCC(=O)O,OC1CCCCC1,C=CCc1ccc(O)c(OC)c1,COC(=O)c1ccccc1,CCCCSCCCC,CCCCCCCCC(C)=O,C=C(C)[C@H]1CC=C(C)CC1,CCCC=O,CC12CCC(CC1)C(C)(C)O2,CCCC(=O)OCC,CC(C)CC(=O)O,CCC/C=C/C=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CSSC,Cc1ccccc1,CC(C)c1ccc(C=O)cc1,O=C(O)Cc1ccccc1,CCCC(O)CC,Cc1ccc(C(C)C)c(O)c1,CCCCC(=O)O,CCCCCCC=O,CCCCOC(C)=O,,,,,,,,,,,,,,30
Bushdid,447,30,False,,C1CCSC1,CCCCCCCCCC(=O)OCC,CC(C)CC=O,Cc1ccccc1C=O,CCCCCOC(=O)CCCC,Cc1ccccc1,CC(CC=O)CCCC(C)(C)O,C=CC(O)CC,C=CCCCCCCCCC(=O)O,CCCCCCCC(C)O,Cc1cc(O)c(C(C)C)cc1Cl,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCC(=O)CC,CSSC,CSCSC,CC1=CC[C@@H](C(C)(C)O)CC1,CCCC(C)O,Cc1ccc2ncccc2c1,CCCCCCO,c1ccc2[nH]ccc2c1,CC=O,CCCCCCCCCC(=O)O,CCCCSCCCC,CC(=O)c1ccccc1,SCc1ccco1,CCOC(=O)CC,CCCCCCCC1CCC(=O)O1,COc1ccccc1O,CC(C)C=O,O=C(O)Cc1ccccc1,,,,,,,,,,,,,,30
Bushdid,448,30,False,,C1CCSC1,CCCCCCCCCC(=O)OCC,CC(C)CC=O,Cc1ccccc1C=O,CCCCCOC(=O)CCCC,Cc1ccccc1,CC(CC=O)CCCC(C)(C)O,C=CC(O)CC,C=CCCCCCCCCC(=O)O,CCCCCCCC(C)O,CCCCCCCC(=O)OC,c1ccsc1,COc1ccc(C=O)cc1,CCCCOC(C)=O,CCOC(=O)CCC(=O)OCC,CCOC(=O)C(C)O,CC(C)(O)CCc1ccccc1,C#Cc1ccccc1,CCCCC/C=C/C=C/C=O,CCCCCCCCCOC(C)=O,CCCCCCCC=O,C=C(C)[C@H]1CC=C(C)CC1,CCCCCCCC(=O)OCC,CCCCC(=O)OCC,CC(C)O,CC(C)=O,CCCO,CCCC(=O)O,O=Cc1ccccc1,CCCCCC1CCC(=O)O1,,,,,,,,,,,,,,30
Bushdid,449,30,False,,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCOC(=O)CC,C1CCSC1,CCCCCCCCCC(=O)O,CC(C)(O)CCc1ccccc1,CCCCC(=O)OCC,O=C/C=C/c1ccccc1,CC(C)C=O,CC/C=C1\OC(=O)c2ccccc21,CCCCCCCC(C)O,CCCC=O,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCCCOC(=O)CCC,CSSC,CCCCCOC(=O)CCCC,CC(C)=CCCC(C)C=O,CCCC(=O)OC,CCCCCC1CCC(=O)O1,CC(=O)OCCC(C)C,CC(=O)c1ccccc1,COC(=O)c1ccccc1O,CCCCCCCC(=O)OC,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,C=C[C@](C)(O)CCC=C(C)C,C#Cc1ccccc1,C=CC(O)CC,c1ccc(Oc2ccccc2)cc1,CC(C)O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,Cc1ccc(O)cc1,,,,,,,,,,,,,,30
Bushdid,450,30,False,,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCOC(=O)CC,C1CCSC1,CCCCCCCCCC(=O)O,CC(C)(O)CCc1ccccc1,CCCCC(=O)OCC,O=C/C=C/c1ccccc1,CC(C)C=O,CC/C=C1\OC(=O)c2ccccc21,CCCCCCCC(C)O,CCCC=O,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCCCOC(=O)CCC,CSSC,CCCCCOC(=O)CCCC,CC(C)=CCCC(C)C=O,CCCC(=O)OC,CCCCCC1CCC(=O)O1,CC(=O)OCCC(C)C,CC(=O)c1ccccc1,COC(=O)c1ccccc1O,CCCCCCCC(=O)OC,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,C=C[C@](C)(O)CCC=C(C)C,C#Cc1ccccc1,C=CC(O)CC,c1ccc(Oc2ccccc2)cc1,CC(C)O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,COc1ccc(C)cc1,,,,,,,,,,,,,,30
Bushdid,451,20,False,,CC(C)CC=O,CCCCC(=O)OCC,COc1ccc(C=O)cc1,CCCS,CC(C)=O,CCCCC/C=C/C=C/C=O,CC(=O)c1ccccn1,CC(=O)Oc1ccc(C)cc1,COc1ccc(C)cc1,CC(C)=CCCC(C)C=O,CCC(=O)OC,c1ccc(Oc2ccccc2)cc1,c1ccsc1,CC=O,Cc1ccc(OC(=O)C(C)C)cc1,CCCCOC(C)=O,OCCc1ccccc1,CC(=O)OCCC(C)C,SCc1ccco1,CCc1cnccn1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,452,20,False,,CC(C)CC=O,CCCCC(=O)OCC,COc1ccc(C=O)cc1,CCCS,CC(C)=O,CCCCC/C=C/C=C/C=O,CC(=O)c1ccccn1,CC(=O)Oc1ccc(C)cc1,COc1ccc(C)cc1,CC(C)=CCCC(C)C=O,C1CCSC1,CCCC=O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCOC(=O)C(C)O,COC(=O)c1ccccc1,Cc1ccc2ncccc2c1,CC(C)(O)CCc1ccccc1,CC1CCC(=O)O1,CCCCCOC(=O)CCCC,CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,20
